"headline","content","newspaper","date","combined_text","model_0_topic","model_0_topic_label","model_0_prob","model_1_topic","model_1_topic_label","model_1_prob","model_2_topic","model_2_topic_label","model_2_prob"
"Presidente dice que no habrá minería en valle de Tambo si persisten dudas","Y no se trata solo de Ta Mara.Así fue con [las] Bambas, así es con el Oleoducto Norperuano, así es con los temas económicos, con el de la migración venezolana y con muchos otros asuntos que son propios –o deberían serlo– de la agenda del Ejecutivo.Prioridades equivocadas, decisiones que no se toman, problemas que no se resuelven.Ejecutivo, en una muestra a todas luces no haber clarificado aún la debilidad y falta de capacidad del gobierno.","gestion",2019-07-19,"Presidente dice que no habrá minería en valle de Tambo si persisten dudas. Y no se trata solo de Ta Mara.Así fue con [las] Bambas, así es con el Oleoducto Norperuano, así es con los temas económicos, con el de la migración venezolana y con muchos otros asuntos que son propios –o deberían serlo– de la agenda del Ejecutivo.Prioridades equivocadas, decisiones que no se toman, problemas que no se resuelven.Ejecutivo, en una muestra a todas luces no haber clarificado aún la debilidad y falta de capacidad del gobierno.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.1197,"414","cusco, proyecto minero, valle tambo, proyectos mineros, mineras",0.0409,"688","proyecto minero ta, proyecto minero bambas, proyecto minero, proyecto ta maria, proyectos mineros",0.0849
"Plan de Formalización Laboral de la OIT","La Organización Internacional del Trabajo trabaja junto a ministerios locales para desarrollar programas enfocados en la formalización laboral, aspirando a reducir la informalidad en un mínimo de 5% pronto. Carmen Moreno, representante de la OIT, señala que la situación económica actual no ha generado incidencias negativas significativas en la generación de nuevos empleos.","gestion",2015-07-06,"Plan de Formalización Laboral de la OIT. La Organización Internacional del Trabajo trabaja junto a ministerios locales para desarrollar programas enfocados en la formalización laboral, aspirando a reducir la informalidad en un mínimo de 5% pronto. Carmen Moreno, representante de la OIT, señala que la situación económica actual no ha generado incidencias negativas significativas en la generación de nuevos empleos.","556","empleo formal sector, empleo informal, empleos formales, crecimiento empleo, empleo formal",1,"-1","Unknown",0.0135,"-1","Unknown",0.0148
"EMPLEO URBANO FORMAL VE DISCRETA ALZA ANUAL","Datos proporcionados por el Ministerio de Trabajo muestran un aumento marginal del 1.8% en el empleo urbano formal en diciembre de 2013, contrastando con mayores tasas anteriores.","gestion",2014-03-04,"EMPLEO URBANO FORMAL VE DISCRETA ALZA ANUAL. Datos proporcionados por el Ministerio de Trabajo muestran un aumento marginal del 1.8% en el empleo urbano formal en diciembre de 2013, contrastando con mayores tasas anteriores.","556","empleo formal sector, empleo informal, empleos formales, crecimiento empleo, empleo formal",1,"-1","Unknown",0.0417,"682","crecimiento empleo, trabajadores lima, empleos formales, laboral lima, empleo formal",0.4413
"IMPULSO LABORAL Y REFORMAS NECESARIAS EN CHILE","Incremento modesto en índices económicos chilenos atribuíbles a industrias manufactureras y consumo local. Propuestas ministeriales buscan mejorar condiciones laborales formales e informales.","gestion",2017-07-06,"IMPULSO LABORAL Y REFORMAS NECESARIAS EN CHILE. Incremento modesto en índices económicos chilenos atribuíbles a industrias manufactureras y consumo local. Propuestas ministeriales buscan mejorar condiciones laborales formales e informales.","556","empleo formal sector, empleo informal, empleos formales, crecimiento empleo, empleo formal",1,"460","desnutricion cronica infantil, desnutricion cronica, cronica infantil, combatir anemia infantil, prevalencia anemia",0.1909,"-1","Unknown",0.0106
"Cambios en sus costumbres de rentabilidad Mineras ya se adelantaron","La lgica del decreto legislativo publicado ayer es evitar las coimas entre los privados.  Este ao, las compañias mineras adecuaron sus cdigos de ética para evitar situaciones cuestionables en la relación entre sus directivos y sus proveedores, por ejemplo, tal como lo revelamos en el suplemento Minería. Medidas para evitar casos de corrupción a su interior o en la relación con sus proveedores (ver nota vinculada).  Sanciones Apartir de ahora se aplicará una pena no mayor de cuatro aos a quien acepte, reciba o solicite donativo, promesa o cualquier otro beneficio indebidamente en favor de una empresa o de smismo.","gestion",2018-09-05,"Cambios en sus costumbres de rentabilidad Mineras ya se adelantaron. La lgica del decreto legislativo publicado ayer es evitar las coimas entre los privados.  Este ao, las compañias mineras adecuaron sus cdigos de ética para evitar situaciones cuestionables en la relación entre sus directivos y sus proveedores, por ejemplo, tal como lo revelamos en el suplemento Minería. Medidas para evitar casos de corrupción a su interior o en la relación con sus proveedores (ver nota vinculada).  Sanciones Apartir de ahora se aplicará una pena no mayor de cuatro aos a quien acepte, reciba o solicite donativo, promesa o cualquier otro beneficio indebidamente en favor de una empresa o de smismo.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.2798,"-1","Unknown",0.0149,"774","penalmente empresas, delitos corrupcion, debate comision justicia, comision justicia, iniciativas legislativas dirigidas",0.0599
"Prórroga Beneficios Tributarios Exploración Minera","Decreto Urgente extendió ventajas fiscales destinadas a incentivizar investigación geolgica hasta 2022. Adicionalmente, facilita uso de dólares estadounidenses en registros contables corporativos, simplificando ajustes inflacionarios periódicos. Decisión administrativa sigue precedentes legislativos enfocándose en sostener flujo invertido hacia minería y energéticos, crucial dado contexto global competitivo y volátil.","gestion",2019-12-06,"Prórroga Beneficios Tributarios Exploración Minera. Decreto Urgente extendió ventajas fiscales destinadas a incentivizar investigación geolgica hasta 2022. Adicionalmente, facilita uso de dólares estadounidenses en registros contables corporativos, simplificando ajustes inflacionarios periódicos. Decisión administrativa sigue precedentes legislativos enfocándose en sostener flujo invertido hacia minería y energéticos, crucial dado contexto global competitivo y volátil.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.3932,"-1","Unknown",0.0024,"-1","Unknown",0.0271
"Normativa vigente permite prórroga anticipada del IPM","Señalan que la actual regulación otorga la cancelación anticipada del Permiso de Investigación Minera (PIRM) a los dueños de actividades mineras durante la fase de exploración, evitándoles así devolver fondos al estado si deciden cesar operaciones antes de entrar en producción.","gestion",2018-08-10,"Normativa vigente permite prórroga anticipada del IPM. Señalan que la actual regulación otorga la cancelación anticipada del Permiso de Investigación Minera (PIRM) a los dueños de actividades mineras durante la fase de exploración, evitándoles así devolver fondos al estado si deciden cesar operaciones antes de entrar en producción.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.1177,"-1","Unknown",0.0263,"747","formalizacion minera, formalizacion mineria, minera ministerio energia, minera ministerio, mineria informal",0.0321
"France unemployment rises 8 percent in November","Datos revelan un ascenso alarmante en tasa de desocupación en Francia, alcanzando un máximo histórico. Incrementos particulares se identifican en segmentos poblacionales de edad media superior, denotando un deterioro prolongado en la eficiencia laboral del segundo motor económico de Europa. Factores contribuyen a esta realidad incluyen rigideces sistémicas y deficiente respuesta a variabilidades industriales. Comparaciones interanuales ilustran un descenso consistente en oportunidades ocupacionales disponibles, contrastando con períodos precedentes relativamente estables. Autoridades laborales francófonas advierten sobre implicaciones socio-económicas latentes, incentivando revisiones exhaustivas de políticas actuales destinadas a revigorizar el tejido productivo nacional.","gestion",2014-12-26,"France unemployment rises 8 percent in November. Datos revelan un ascenso alarmante en tasa de desocupación en Francia, alcanzando un máximo histórico. Incrementos particulares se identifican en segmentos poblacionales de edad media superior, denotando un deterioro prolongado en la eficiencia laboral del segundo motor económico de Europa. Factores contribuyen a esta realidad incluyen rigideces sistémicas y deficiente respuesta a variabilidades industriales. Comparaciones interanuales ilustran un descenso consistente en oportunidades ocupacionales disponibles, contrastando con períodos precedentes relativamente estables. Autoridades laborales francófonas advierten sobre implicaciones socio-económicas latentes, incentivando revisiones exhaustivas de políticas actuales destinadas a revigorizar el tejido productivo nacional.","556","empleo formal sector, empleo informal, empleos formales, crecimiento empleo, empleo formal",1,"-1","Unknown",0.0424,"682","crecimiento empleo, trabajadores lima, empleos formales, laboral lima, empleo formal",0.0441
"Przewidywanie trendów kursowych","Analizując dane ekonomiczne, eksperci prognozują możliwy spadek kurzu dolara w nadchodzących tygodniach, pomimo pewnego wahania wynikającego ze statystyk zatrudnienia USA.","gestion",2014-07-04,"Przewidywanie trendów kursowych. Analizując dane ekonomiczne, eksperci prognozują możliwy spadek kurzu dolara w nadchodzących tygodniach, pomimo pewnego wahania wynikającego ze statystyk zatrudnienia USA.","556","empleo formal sector, empleo informal, empleos formales, crecimiento empleo, empleo formal",1,"412","pro, io, ao, ma, rn",0.1488,"-1","Unknown",0.0276
"FORMALIZACIÓN DE MINEROS","René Cornejo, presidente del Consejo de Ministros, estimó que en lo que resta del 2014 el gobierno podría formalizar a más de 6 mil mineros que se encontraban en situación irregular. Reconoció que han sido problemas legales y administrativos durante el intento inicial de regularización, pero aseguró que pronto estarán implementando medidas correctivas adecuadas a las distintas regiones.","gestion",2014-05-08,"FORMALIZACIÓN DE MINEROS. René Cornejo, presidente del Consejo de Ministros, estimó que en lo que resta del 2014 el gobierno podría formalizar a más de 6 mil mineros que se encontraban en situación irregular. Reconoció que han sido problemas legales y administrativos durante el intento inicial de regularización, pero aseguró que pronto estarán implementando medidas correctivas adecuadas a las distintas regiones.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.3378,"-1","Unknown",0.0565,"747","formalizacion minera, formalizacion mineria, minera ministerio energia, minera ministerio, mineria informal",1
"Salario Mnimo Aprueba Parlamentario","La Cámara baja del parlamento alemán aprueba introducir un salario mínimo de €8.50 por hora a nivel nacional. Este paso posiciona a Alemania fuera de los países europeos sin regulación mínima salarial.","gestion",2014-07-04,"Salario Mnimo Aprueba Parlamentario. La Cámara baja del parlamento alemán aprueba introducir un salario mínimo de €8.50 por hora a nivel nacional. Este paso posiciona a Alemania fuera de los países europeos sin regulación mínima salarial.","568","aumentar salario minimo, aumento salario minimo, ajuste salario minimo, incremento salario minimo, elevar salario minimo",0.2252,"471","informalidad laboral es, mercado laboral, oportunidades laborales, sector informal, informalidad laboral",0.0778,"726","ajuste salario minimo, salario minimo podria, aumento salario minimo, incremento salario minimo, alza salario minimo",0.224
"DESIGUALDADES SALARIALES ENTRE SEXOS","Persisten diferencias marcadas en remuneraciones entre géneros, especialmente en zonas urbanas versus áreas rurales. Aunque se vislumbra una ligera convergencia en términos de igualdad salarial, subsisten barreras culturales y sistémicas que perpetúan esta disparidad.","gestion",2014-10-10,"DESIGUALDADES SALARIALES ENTRE SEXOS. Persisten diferencias marcadas en remuneraciones entre géneros, especialmente en zonas urbanas versus áreas rurales. Aunque se vislumbra una ligera convergencia en términos de igualdad salarial, subsisten barreras culturales y sistémicas que perpetúan esta disparidad.","-1","Unknown",0.0659,"471","informalidad laboral es, mercado laboral, oportunidades laborales, sector informal, informalidad laboral",0.083,"-1","Unknown",0.0146
"Empleo formal declina","Durante gran parte del año 2017, especialmente en sectores industriales, el empleo formal sufrió retracciones severas.","gestion",2018-02-12,"Empleo formal declina. Durante gran parte del año 2017, especialmente en sectores industriales, el empleo formal sufrió retracciones severas.","556","empleo formal sector, empleo informal, empleos formales, crecimiento empleo, empleo formal",0.2347,"-1","Unknown",0.0501,"682","crecimiento empleo, trabajadores lima, empleos formales, laboral lima, empleo formal",0.3865
"OSINERGMIN BUSCA MEJORAR SEGURIDAD MINERA","Osinergrnm trabaja en reformular normativas para elevar los estándares de seguridad en explotaciones mineras, especialmente en medianas empresas. Buscan colaborar con Canadá y Australia para adoptar mejores prácticas preventivas contra incidentes mortales.","gestion",2015-03-26,"OSINERGMIN BUSCA MEJORAR SEGURIDAD MINERA. Osinergrnm trabaja en reformular normativas para elevar los estándares de seguridad en explotaciones mineras, especialmente en medianas empresas. Buscan colaborar con Canadá y Australia para adoptar mejores prácticas preventivas contra incidentes mortales.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.1265,"-1","Unknown",0.0015,"747","formalizacion minera, formalizacion mineria, minera ministerio energia, minera ministerio, mineria informal",0.0626
"Propuestas de solución para reforma laboral","¿Cómo reducir la rigidez laboral que trabaja la economía?","gestion",2014-10-09,"Propuestas de solución para reforma laboral. ¿Cómo reducir la rigidez laboral que trabaja la economía?","-1","Unknown",0.0485,"471","informalidad laboral es, mercado laboral, oportunidades laborales, sector informal, informalidad laboral",0.2835,"767","ley empleo juvenil, fomento empleo juvenil, promocion empleo juvenil, ley promocion empleo, empleo juvenil",0.0385
"Standardización de condiciones de seguridad en minería","Según afirmó durante el Primer Congreso Internacional de Seguridad Minera, organizado por OSINERGMIN, está proponiendo convenios con Canadá y Australia para mejorar las técnicas de supervisión minera. Además, menciona cambios en el enfoque de OSINERGMIN enfocándose más en la prevención de accidentes.","gestion",2015-03-26,"Standardización de condiciones de seguridad en minería. Según afirmó durante el Primer Congreso Internacional de Seguridad Minera, organizado por OSINERGMIN, está proponiendo convenios con Canadá y Australia para mejorar las técnicas de supervisión minera. Además, menciona cambios en el enfoque de OSINERGMIN enfocándose más en la prevención de accidentes.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.1004,"-1","Unknown",0.0547,"688","proyecto minero ta, proyecto minero bambas, proyecto minero, proyecto ta maria, proyectos mineros",0.0259
"Incremento moderado en empleo tras caída significativa","La población ocupada en el país aumentó en 1.4% (234,100 personas más), según informó el INEI. Esto representa una desaceleración frente al último trimestre del año anterior donde el empleo había crecido 2.6% (426,200 personas más).  El menor aumento del empleo total se explicó principalmente debido a la disminución en sectores clave de generación de puestos laborales. Facturas perdió 25,700 puestos (-1.7%), después de haber experimentado un crecimiento del 3.2% (49,400 personas más) durante el último trimestre del año pasado.  Entre enero y marzo, también hubo pérdidas notables en el sector servicios, con 277,300 puestos menos de trabajo (-0.4%). Es relevante mencionar que entre octubre y diciembre del año anterior, dicho sector económico había generado 225,900 nuevos empleos (+3.5%).  Si exceptuamos el sector constructor, las tasas de crecimiento del empleo en otras áreas vinculadas con la demanda interna no pudieron recuperarse, incluso presentándose números negativos.","gestion",2018-05-16,"Incremento moderado en empleo tras caída significativa. La población ocupada en el país aumentó en 1.4% (234,100 personas más), según informó el INEI. Esto representa una desaceleración frente al último trimestre del año anterior donde el empleo había crecido 2.6% (426,200 personas más).  El menor aumento del empleo total se explicó principalmente debido a la disminución en sectores clave de generación de puestos laborales. Facturas perdió 25,700 puestos (-1.7%), después de haber experimentado un crecimiento del 3.2% (49,400 personas más) durante el último trimestre del año pasado.  Entre enero y marzo, también hubo pérdidas notables en el sector servicios, con 277,300 puestos menos de trabajo (-0.4%). Es relevante mencionar que entre octubre y diciembre del año anterior, dicho sector económico había generado 225,900 nuevos empleos (+3.5%).  Si exceptuamos el sector constructor, las tasas de crecimiento del empleo en otras áreas vinculadas con la demanda interna no pudieron recuperarse, incluso presentándose números negativos.","556","empleo formal sector, empleo informal, empleos formales, crecimiento empleo, empleo formal",0.2391,"407","inflacion, crecimiento economico, volatilidad, optimismo, anticipan",0.0845,"682","crecimiento empleo, trabajadores lima, empleos formales, laboral lima, empleo formal",0.373
"Formalización Minera","Debemos insertar a pequeños mineros y mineros artesanales en nuestra economía. Además, es como se logra que el trabajo que desarrollan forme parte de ella. Nosotros seguimos insistiendo en formalizar, no sólo formarlo y listo, sino que la formalización tenga un ‘plus’, acotó.  Explique que enfocado en insertar a estos pequeños mineros y mineros artesanales en nuestra economía. También es como se logra que el trabajo que realizan contribuya adecuadamente. Para ello, nuestro ministerio planea fortalecer la dirección de formalización minera para facilitar el proceso.","gestion",2018-06-11,"Formalización Minera. Debemos insertar a pequeños mineros y mineros artesanales en nuestra economía. Además, es como se logra que el trabajo que desarrollan forme parte de ella. Nosotros seguimos insistiendo en formalizar, no sólo formarlo y listo, sino que la formalización tenga un ‘plus’, acotó.  Explique que enfocado en insertar a estos pequeños mineros y mineros artesanales en nuestra economía. También es como se logra que el trabajo que realizan contribuya adecuadamente. Para ello, nuestro ministerio planea fortalecer la dirección de formalización minera para facilitar el proceso.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.1655,"-1","Unknown",0.0013,"747","formalizacion minera, formalizacion mineria, minera ministerio energia, minera ministerio, mineria informal",1
"Modificación Ley General Minería","Estamos evaluando cómo optimizar esta ley, que ya tiene buen tiempo, sí hay cosas por mejorar.   Se está evaluando también la forma de reparto del canon, ¿qué pasa si un porcentaje va a la municipalidad provincial vota al distrital? Estamos evaluando ambos temas, lo importante es que la autoridad local, el alcalde, el gobernador regional, sientan que esos fondos se seguirán invirtiendo en sus regiones, pero con una participación, en parte, de esos fondos con la ciudad, que es la que mentalmente es titular de las tierras superficiales en esas zonas y que están allí, conviven con la actividad.  Esa es la parte que tenemos que fortalecer.","gestion",2018-06-11,"Modificación Ley General Minería. Estamos evaluando cómo optimizar esta ley, que ya tiene buen tiempo, sí hay cosas por mejorar.   Se está evaluando también la forma de reparto del canon, ¿qué pasa si un porcentaje va a la municipalidad provincial vota al distrital? Estamos evaluando ambos temas, lo importante es que la autoridad local, el alcalde, el gobernador regional, sientan que esos fondos se seguirán invirtiendo en sus regiones, pero con una participación, en parte, de esos fondos con la ciudad, que es la que mentalmente es titular de las tierras superficiales en esas zonas y que están allí, conviven con la actividad.  Esa es la parte que tenemos que fortalecer.","656","ley canon minero, canon minero, provenientes canon minero, ley canon, recursos canon",1,"-1","Unknown",0.0165,"747","formalizacion minera, formalizacion mineria, minera ministerio energia, minera ministerio, mineria informal",0.0369
"Conflictos PROTESTAS CONTRA LAS BAMBASES DEJAN MUERTOS Y HERIDOS","Las protestas contra el proyecto Las Bambas en Apurímac culminaron violentamente. Dos civiles murieron tras choques con la Policía según reportes preliminares. El conflicto surge por discrepancias relacionadas con el estudio ambiental aprobado por el Ministerio de Energía y Minas. Autoridades locales buscan abrir espacios de dialogo para resolver tensiones.","gestion",2015-09-29,"Conflictos PROTESTAS CONTRA LAS BAMBASES DEJAN MUERTOS Y HERIDOS. Las protestas contra el proyecto Las Bambas en Apurímac culminaron violentamente. Dos civiles murieron tras choques con la Policía según reportes preliminares. El conflicto surge por discrepancias relacionadas con el estudio ambiental aprobado por el Ministerio de Energía y Minas. Autoridades locales buscan abrir espacios de dialogo para resolver tensiones.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.17,"414","cusco, proyecto minero, valle tambo, proyectos mineros, mineras",0.0652,"688","proyecto minero ta, proyecto minero bambas, proyecto minero, proyecto ta maria, proyectos mineros",0.1145
"Editorial Sembrando trabajo","Crear empleo genuino depende fundamentalmente del crecimiento de empresas existentes o la aparición de nuevas iniciativas. Este aspecto resalta aún más dado que un alto porcentaje reconoce que el gobierno actual promueve condiciones propicias para tal desarrollo. Es imperativo implementar medidas claras y comprensibles para garantizar resultados tangibles en materia de empleo.","gestion",2016-11-08,"Editorial Sembrando trabajo. Crear empleo genuino depende fundamentalmente del crecimiento de empresas existentes o la aparición de nuevas iniciativas. Este aspecto resalta aún más dado que un alto porcentaje reconoce que el gobierno actual promueve condiciones propicias para tal desarrollo. Es imperativo implementar medidas claras y comprensibles para garantizar resultados tangibles en materia de empleo.","556","empleo formal sector, empleo informal, empleos formales, crecimiento empleo, empleo formal",0.1272,"-1","Unknown",0.002,"-1","Unknown",0.0154
"Impacto limitado de protestas en proyectos mineros","La huelga nacional convocada por la Federación de Trabajadores Mineros para el próximo 18 de mayo no afecta nuestras operaciones, aseguró Southern Copper. Sin embargo, reconoce dificultades en cronometrar el inicio de operaciones de la mina Ta María.","gestion",2015-04-29,"Impacto limitado de protestas en proyectos mineros. La huelga nacional convocada por la Federación de Trabajadores Mineros para el próximo 18 de mayo no afecta nuestras operaciones, aseguró Southern Copper. Sin embargo, reconoce dificultades en cronometrar el inicio de operaciones de la mina Ta María.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.105,"414","cusco, proyecto minero, valle tambo, proyectos mineros, mineras",0.0386,"688","proyecto minero ta, proyecto minero bambas, proyecto minero, proyecto ta maria, proyectos mineros",0.0425
"Mineria antamina multada por daños ambientales","Incidentes ocurridos afectaron directamente comunidades locales resultando en penalizaciones administrativas severas dictaminadas por organismos gubernamentales especializados.","gestion",2013-06-05,"Mineria antamina multada por daños ambientales. Incidentes ocurridos afectaron directamente comunidades locales resultando en penalizaciones administrativas severas dictaminadas por organismos gubernamentales especializados.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.1234,"414","cusco, proyecto minero, valle tambo, proyectos mineros, mineras",0.0381,"-1","Unknown",0.0347
"PROBLEMAS CON LOS FLUJO DE CAJA Y ACTIVIDAD COMERCIAL","La informalidad continúa siendo nuestro principal problema, declaró Renzo Rossini. «El trabajador queda atrapado dentro de un ciclo insuficiente de formalización y no logra avanzar porque carecen de formación profesional continua y relación duradera con sus empleadores. Según él, mientras persista esta situación, será difícil mejorar sustancialmente la eficiencia económica del sector privado.","gestion",2018-12-11,"PROBLEMAS CON LOS FLUJO DE CAJA Y ACTIVIDAD COMERCIAL. La informalidad continúa siendo nuestro principal problema, declaró Renzo Rossini. «El trabajador queda atrapado dentro de un ciclo insuficiente de formalización y no logra avanzar porque carecen de formación profesional continua y relación duradera con sus empleadores. Según él, mientras persista esta situación, será difícil mejorar sustancialmente la eficiencia económica del sector privado.","-1","Unknown",0.0192,"-1","Unknown",0.0109,"953","informalidad laboral sector, formalizacion laboral, tasa informalidad laboral, informalidad sector, informalidad laboral",1
"Perspectivas de Formalización en Minería Artesanal","Intentos históricos fallidos destacan dificultades inherentes a regular minería informal. Propuestas contemporáneas priorizan cooperativismos interescalares y mejoras tecnológicas para mitigar daño ambiental y extender seguridad laboral. Estrategias innovadoras aspiran equilibrio entre desarrollo sostenible y fiscalización eficiente.","gestion",2019-05-21,"Perspectivas de Formalización en Minería Artesanal. Intentos históricos fallidos destacan dificultades inherentes a regular minería informal. Propuestas contemporáneas priorizan cooperativismos interescalares y mejoras tecnológicas para mitigar daño ambiental y extender seguridad laboral. Estrategias innovadoras aspiran equilibrio entre desarrollo sostenible y fiscalización eficiente.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.1828,"-1","Unknown",0.0222,"747","formalizacion minera, formalizacion mineria, minera ministerio energia, minera ministerio, mineria informal",0.1155
"Desempleo sigue bajando en España","La caída del desempleo y el incremento de las actividades son el mejor dato de la España de la crisis, expresó el Ministro de Industria, José María Soria, agrego que aunque aún no está resuelto el problema del desempleo, las cifras demuestran que estamos en la senda correcta para la recuperación.   En términos nacionalizados, el panorama presenta sólo ligeros cambios.","gestion",2013-06-05,"Desempleo sigue bajando en España. La caída del desempleo y el incremento de las actividades son el mejor dato de la España de la crisis, expresó el Ministro de Industria, José María Soria, agrego que aunque aún no está resuelto el problema del desempleo, las cifras demuestran que estamos en la senda correcta para la recuperación.   En términos nacionalizados, el panorama presenta sólo ligeros cambios.","556","empleo formal sector, empleo informal, empleos formales, crecimiento empleo, empleo formal",0.1184,"407","inflacion, crecimiento economico, volatilidad, optimismo, anticipan",0.0891,"682","crecimiento empleo, trabajadores lima, empleos formales, laboral lima, empleo formal",0.0156
"Perspectiva Laboral Estabilidad Continúa Incremento Salarios","Aunque existe una ligera desaceleración económica generalizada, el mercado laboral sigue mostrándose resiliente, manteniéndose incrementos constantes en los niveles de salario real.","gestion",2015-06-01,"Perspectiva Laboral Estabilidad Continúa Incremento Salarios. Aunque existe una ligera desaceleración económica generalizada, el mercado laboral sigue mostrándose resiliente, manteniéndose incrementos constantes en los niveles de salario real.","664","aumento moderado empleo, crecimiento empleo, aumento subempleo, empleo urbano, baja creacion empleo",1,"407","inflacion, crecimiento economico, volatilidad, optimismo, anticipan",0.1289,"682","crecimiento empleo, trabajadores lima, empleos formales, laboral lima, empleo formal",0.0182
"Trabajor Doméstico Remunerado en el Siglo XXI","Examina condiciones laborales precarias enfrentadas por trabajadores domésticos en el Perú, aún ausentes de sistemas adecuados de protección social y reconocimiento profesional. Describe brevemente evolución legislativa intentando regularizar aspectos básicos de derecho laboral, identifica persistencia de injusticias estructurales derivadas de roles tradicionales discriminatorios. Presenta cifras relevantes sobre composición demográfica y distribución geográfica de dicho colectivo laboral, evidenciando marcadas diferencias según variables socio-económicas. Critica falencias sistémicas en cobertura salarial justa y equilibrios temporales laborales, argumentando la necesidad de avanzar hacia modelos inclusivos y éticamente sólidos capaces de integrar verdaderamente a todos los miembros de la comunidad laboral en marcos jurídicos modernizados.","gestion",2013-10-01,"Trabajor Doméstico Remunerado en el Siglo XXI. Examina condiciones laborales precarias enfrentadas por trabajadores domésticos en el Perú, aún ausentes de sistemas adecuados de protección social y reconocimiento profesional. Describe brevemente evolución legislativa intentando regularizar aspectos básicos de derecho laboral, identifica persistencia de injusticias estructurales derivadas de roles tradicionales discriminatorios. Presenta cifras relevantes sobre composición demográfica y distribución geográfica de dicho colectivo laboral, evidenciando marcadas diferencias según variables socio-económicas. Critica falencias sistémicas en cobertura salarial justa y equilibrios temporales laborales, argumentando la necesidad de avanzar hacia modelos inclusivos y éticamente sólidos capaces de integrar verdaderamente a todos los miembros de la comunidad laboral en marcos jurídicos modernizados.","664","aumento moderado empleo, crecimiento empleo, aumento subempleo, empleo urbano, baja creacion empleo",0.0957,"-1","Unknown",0.0118,"-1","Unknown",0.0224
"Informalidad. Según la Sociedad Nacional de Minería...","Aborda el grave daño ambiental y social generado por la minería informal en el país, estimándose pérdidas aproximadas de 53,000 hectáreas y USD 2,000 millones. Subraya la imperiosa necesidad de buscar soluciones urgentes a este fenómeno destructivo. Detalla planes gubernamentales para incentivar la formalización mediante compras directas de oro a pequeños mineros, siempre condicionadas a cumplir normativas legales rigurosas. Argumenta que tal medida podría implicar un costo sustancial para el fisco nacional, plantear preguntas fundamentales sobre prioridades fiscales y administrativas. Destaca la relevancia de fortalecer la aplicación regulatoria y mejorar procedimientos burocráticos para favorecer la transición hacia prácticas mineras formales y seguras.","gestion",2013-10-01,"Informalidad. Según la Sociedad Nacional de Minería.... Aborda el grave daño ambiental y social generado por la minería informal en el país, estimándose pérdidas aproximadas de 53,000 hectáreas y USD 2,000 millones. Subraya la imperiosa necesidad de buscar soluciones urgentes a este fenómeno destructivo. Detalla planes gubernamentales para incentivar la formalización mediante compras directas de oro a pequeños mineros, siempre condicionadas a cumplir normativas legales rigurosas. Argumenta que tal medida podría implicar un costo sustancial para el fisco nacional, plantear preguntas fundamentales sobre prioridades fiscales y administrativas. Destaca la relevancia de fortalecer la aplicación regulatoria y mejorar procedimientos burocráticos para favorecer la transición hacia prácticas mineras formales y seguras.","535","formalizacion minera, mineria ilegal, formalizacion mineria, mineros ilegales, mineria informal",0.2197,"414","cusco, proyecto minero, valle tambo, proyectos mineros, mineras",0.0247,"747","formalizacion minera, formalizacion mineria, minera ministerio energia, minera ministerio, mineria informal",1
"Creación de Empleo Formal Privado Sube 3.4%","Servicios, comercio y construcción han sido motores detrás del crecimiento en empleabilidad formal, marcando un ritmo constante favorable respecto al año anterior.","gestion",2019-09-23,"Creación de Empleo Formal Privado Sube 3.4%. Servicios, comercio y construcción han sido motores detrás del crecimiento en empleabilidad formal, marcando un ritmo constante favorable respecto al año anterior.","556","empleo formal sector, empleo informal, empleos formales, crecimiento empleo, empleo formal",0.2867,"-1","Unknown",0.0475,"682","crecimiento empleo, trabajadores lima, empleos formales, laboral lima, empleo formal",1
