"headline","content","newspaper","date","combined_text","model_0_topic","model_0_topic_label","model_0_prob","model_1_topic","model_1_topic_label","model_1_prob","model_2_topic","model_2_topic_label","model_2_prob"
"Ministerio de Trabajo ofrece feria laboral","Hoy se realizará el evento Maratón del Empleo, en el que se ofrecerán más de 700 vacantes de trabajo formal. La finalidad es insertar laboralmente a la población en empresas de diferentes rubros, explicó el ministro de Trabajo y Promoción del Empleo (MTPE), Christian Snchez. Así, se ofertarán puestos para técnicos de farmacia, personal de atención al cliente, asesores de venta, anfitrionas, administradores, personal de limpieza, cocineros, entre otros. Para participar, solo tienes que acercarte hoy con tu DNI y currículum a la sede central del Centro de Empleo del Ministerio de Trabajo (Av. Salaverry 655, Jesús María), de 8 a.m. a 2 p.m. Actualmente existen 34 Centros de Empleo en todo el país, donde se ofrecen servicios gratuitos, tales como bolsa de trabajo y asesoría para la búsqueda de empleo.","publimetro",2018-06-19,"Ministerio de Trabajo ofrece feria laboral. Hoy se realizará el evento Maratón del Empleo, en el que se ofrecerán más de 700 vacantes de trabajo formal. La finalidad es insertar laboralmente a la población en empresas de diferentes rubros, explicó el ministro de Trabajo y Promoción del Empleo (MTPE), Christian Snchez. Así, se ofertarán puestos para técnicos de farmacia, personal de atención al cliente, asesores de venta, anfitrionas, administradores, personal de limpieza, cocineros, entre otros. Para participar, solo tienes que acercarte hoy con tu DNI y currículum a la sede central del Centro de Empleo del Ministerio de Trabajo (Av. Salaverry 655, Jesús María), de 8 a.m. a 2 p.m. Actualmente existen 34 Centros de Empleo en todo el país, donde se ofrecen servicios gratuitos, tales como bolsa de trabajo y asesoría para la búsqueda de empleo.","2119","promocion empleo mtpe, empleo mtpe, empleo informal, empleo formal, trabajo promocion empleo",0.0355,"-1","Unknown",0.052,"3472","ministro trabajo promocion, ministerio trabajo promocin, ministerio trabajo promocion, promocion empleo mtpe, empleo mtpe",1
"Nuestro país cae dos posiciones en ranking del Foro Económico Mundial.",NA,"publimetro",2019-10-09,"Nuestro país cae dos posiciones en ranking del Foro Económico Mundial.","2066","congresista hector becerril, congresista hector, congreso, exasesor congresista, congresista",0.0633,"1580","ganan menos hombres, mundial trabajo infantil, mercado laboral formal, laboral mujeres, mercado laboral",1,"3354","peru ocupa puesto, ranking competitividad, peru ubica puesto, competitividad global, peru ubico puesto",0.0579
"Trabajadores tendrán derecho a pedir desde un día de vacaciones","En el caso del sector privado, según nuevo decreto, los empleados del sector público podrán pedir desde medio día. El Ejecutivo publicó ayer un decreto legislativo que regula las vacaciones remuneradas de los trabajadores. El objetivo es favorecer la conciliación de la vida laboral y familiar, explicó el Ministerio de Trabajo. Según la ley, los trabajadores tienen derecho a un descanso vacacional remunerado de 30 días calendario por cada año de servicios. Antes de la modificación publicada ayer, las vacaciones se podían tomar en períodos mínimos de siete días. Legalmente no podías salir de vacaciones uno o dos días, explica Carlos Crdenas, socio del área laboral de EY Per. El especialista afirma que con esta nueva disposición, los trabajadores públicos y privados podrán salir de vacaciones en períodos menores a siete días, previo acuerdo con el empleador.","publimetro",2018-09-13,"Trabajadores tendrán derecho a pedir desde un día de vacaciones. En el caso del sector privado, según nuevo decreto, los empleados del sector público podrán pedir desde medio día. El Ejecutivo publicó ayer un decreto legislativo que regula las vacaciones remuneradas de los trabajadores. El objetivo es favorecer la conciliación de la vida laboral y familiar, explicó el Ministerio de Trabajo. Según la ley, los trabajadores tienen derecho a un descanso vacacional remunerado de 30 días calendario por cada año de servicios. Antes de la modificación publicada ayer, las vacaciones se podían tomar en períodos mínimos de siete días. Legalmente no podías salir de vacaciones uno o dos días, explica Carlos Crdenas, socio del área laboral de EY Per. El especialista afirma que con esta nueva disposición, los trabajadores públicos y privados podrán salir de vacaciones en períodos menores a siete días, previo acuerdo con el empleador.","2119","promocion empleo mtpe, empleo mtpe, empleo informal, empleo formal, trabajo promocion empleo",0.0383,"-1","Unknown",0.0084,"3403","nuevo regimen laboral, regimen laboral juvenil, ministro trabajo, derechos laborales, ministerio trabajo",0.0334
"Los trabajadores independientes bajo el régimen de Cuarta Categoría y Quinta Categoría...","Los trabajadores independientes bajo el régimen de Cuarta Categoría y Quinta Categoría, con ingresos mensuales desde S/.750 y que hayan nacido a partir del 1 de agosto de 1973, deberán — afiliarse desde hoy al Sistema Nacional de Pensiones (SNP) o al Sistema Privado de Pensiones (SPP), recordó ayer la Superintendencia de Banca, Seguros y AFP (SBS).  La AFP Habitat fue la seleccionada por el Ministerio de Economía y Finanzas (MEF) para recibir a los nuevos afiliados al SPP, mientras que la Oficina de Normalización Previsional (ONP) es la encargada de administrar el SNP.  La ONP ha habilitado un aplicativo virtual en la web www.onp.gob.pe para afiliar de forma rápida y segura a los interesados en ingresar al SNP.  Para realizar el trámite, solo se necesita ingresar su número de DNI y el último digito del RUC. También podrán realizar el trámite de forma presencial.  A tomar nota: D — La ONP descontará 7% del sueldo a los independientes que ganen entre S/.750 y S/.1.125, y 13% a quienes superen esta suma. D — La AFP Habitat descontará 5% a quienes perciban entre S/.750 y S/.1.125, y 10% a los que excedan este límite. A estos centajes se suma la comisión mixta (0,47% del sueldo más 1,25% del fondo acumulado), y 1,16% de prima de seguro. P — Ambos sistemas incrementarán los porcentajes de descuento paulatinamente. En 2016, la ONP descontará 13% y Habitat, el 10% a todos los afiliados.  Los interesados en aportar a la AFP Habitat solo podrán hacerlo de manera presencial en su oficina de Calle Los Antares 320, Urbanización La Alborada, Surco, y en las principales agencias del Banco de la Nación.","publimetro",2013-08-01,"Los trabajadores independientes bajo el régimen de Cuarta Categoría y Quinta Categoría.... Los trabajadores independientes bajo el régimen de Cuarta Categoría y Quinta Categoría, con ingresos mensuales desde S/.750 y que hayan nacido a partir del 1 de agosto de 1973, deberán — afiliarse desde hoy al Sistema Nacional de Pensiones (SNP) o al Sistema Privado de Pensiones (SPP), recordó ayer la Superintendencia de Banca, Seguros y AFP (SBS).  La AFP Habitat fue la seleccionada por el Ministerio de Economía y Finanzas (MEF) para recibir a los nuevos afiliados al SPP, mientras que la Oficina de Normalización Previsional (ONP) es la encargada de administrar el SNP.  La ONP ha habilitado un aplicativo virtual en la web www.onp.gob.pe para afiliar de forma rápida y segura a los interesados en ingresar al SNP.  Para realizar el trámite, solo se necesita ingresar su número de DNI y el último digito del RUC. También podrán realizar el trámite de forma presencial.  A tomar nota: D — La ONP descontará 7% del sueldo a los independientes que ganen entre S/.750 y S/.1.125, y 13% a quienes superen esta suma. D — La AFP Habitat descontará 5% a quienes perciban entre S/.750 y S/.1.125, y 10% a los que excedan este límite. A estos centajes se suma la comisión mixta (0,47% del sueldo más 1,25% del fondo acumulado), y 1,16% de prima de seguro. P — Ambos sistemas incrementarán los porcentajes de descuento paulatinamente. En 2016, la ONP descontará 13% y Habitat, el 10% a todos los afiliados.  Los interesados en aportar a la AFP Habitat solo podrán hacerlo de manera presencial en su oficina de Calle Los Antares 320, Urbanización La Alborada, Surco, y en las principales agencias del Banco de la Nación.","2119","promocion empleo mtpe, empleo mtpe, empleo informal, empleo formal, trabajo promocion empleo",0.0194,"-1","Unknown",0.1135,"3250","fondos afp, pensiones afp, fondo afp, afiliados afp, seguros afp sbs",0.4526
"GOBIERNO REGULA EL TRABAJO DE LOS PRACTICANTES EN EL ESTADO","Ayer se publicó el decreto legislativo 1401, que norma las modalidades formativas en el sector público. Según explicó el Ministerio de Trabajo y Promoción del Empleo (MTPE), esta norma beneficiará a más de 200 mil jóvenes, que podrán realizar prácticas en el Estado.  Las prácticas pre y profesionales van a facilitar a todos los estudiantes universitarios o técnicos. Tenemos un público potencial beneficiario de 221 mil jóvenes que ahora tendrán seguro de salud y sueldo mínimo, anunció el titular del MTPE, Christian Sánchez.  Agregó que la ley contempla que, en el caso de las prácticas preprofesionales, la jornada laboral formativa máxima será de seis horas diarias o 30 horas semanales. Y el plazo de contrato no podrá ser mayor a dos años.  Para los egresados, la jornada máxima será de 8 horas diarias o 48 horas semanales. Esta modalidad se podrá usar hasta un año.","publimetro",2018-09-12,"GOBIERNO REGULA EL TRABAJO DE LOS PRACTICANTES EN EL ESTADO. Ayer se publicó el decreto legislativo 1401, que norma las modalidades formativas en el sector público. Según explicó el Ministerio de Trabajo y Promoción del Empleo (MTPE), esta norma beneficiará a más de 200 mil jóvenes, que podrán realizar prácticas en el Estado.  Las prácticas pre y profesionales van a facilitar a todos los estudiantes universitarios o técnicos. Tenemos un público potencial beneficiario de 221 mil jóvenes que ahora tendrán seguro de salud y sueldo mínimo, anunció el titular del MTPE, Christian Sánchez.  Agregó que la ley contempla que, en el caso de las prácticas preprofesionales, la jornada laboral formativa máxima será de seis horas diarias o 30 horas semanales. Y el plazo de contrato no podrá ser mayor a dos años.  Para los egresados, la jornada máxima será de 8 horas diarias o 48 horas semanales. Esta modalidad se podrá usar hasta un año.","-1","Unknown",0.049,"1580","ganan menos hombres, mundial trabajo infantil, mercado laboral formal, laboral mujeres, mercado laboral",0.0451,"3403","nuevo regimen laboral, regimen laboral juvenil, ministro trabajo, derechos laborales, ministerio trabajo",0.0329
"MAYOR EXPECTATIVA DE CONTRATACIONES","Las intenciones de los empleadores por contratar personal para el trimestre octubre-diciembre de este año son positivas, revel la Encuesta de Expectativas de Empleo de ManpowerGroup. El informe detalla que la expectativa neta de empleo nacional es de +3%, siendo los sectores de finanzas, seguros y bienes raíces y de manufactura, los que registraron mejores planes de contratación (+13%).  Cabe recordar que la expectativa neta es un indicador producto de la resta entre la intención de contratación y la expectativa de reducción de personal.  La encuesta indica que el optimismo entre los empleadores peruanos ha mejorado ligeramente con respecto al trimestre anterior y al mismo periodo del 2017. Esto puede deberse a la mejora en la economía, que se ha visto reflejada en el crecimiento reportado durante el segundo trimestre del año, precisó Marco Nicoli, director general de ManpowerGroup Perú.","publimetro",2018-09-12,"MAYOR EXPECTATIVA DE CONTRATACIONES. Las intenciones de los empleadores por contratar personal para el trimestre octubre-diciembre de este año son positivas, revel la Encuesta de Expectativas de Empleo de ManpowerGroup. El informe detalla que la expectativa neta de empleo nacional es de +3%, siendo los sectores de finanzas, seguros y bienes raíces y de manufactura, los que registraron mejores planes de contratación (+13%).  Cabe recordar que la expectativa neta es un indicador producto de la resta entre la intención de contratación y la expectativa de reducción de personal.  La encuesta indica que el optimismo entre los empleadores peruanos ha mejorado ligeramente con respecto al trimestre anterior y al mismo periodo del 2017. Esto puede deberse a la mejora en la economía, que se ha visto reflejada en el crecimiento reportado durante el segundo trimestre del año, precisó Marco Nicoli, director general de ManpowerGroup Perú.","2119","promocion empleo mtpe, empleo mtpe, empleo informal, empleo formal, trabajo promocion empleo",0.0477,"-1","Unknown",0.1195,"3335","empleo mtpe, empleos formales, empleo formal, ministerio trabajo promocion, promocion empleo mtpe",0.0184
"Premio Mype 2017","Hoy este ministerio distinguirá a 15 mypes por ser ejemplos de desarrollo empresarial.  Hoy el Ministerio de la Producción (Produce) reconocer con el Premio Nacional a la Micro y Pequeña Empresa (Mype 2017) a 15 empresarios que han destacado como gestores de fuente de empleo y desarrollo empresarial en nuestro país.  Esta octava edición ha logrado una alta convocatoria. Han participado casi 4 mil mypes de las 25 regiones del Perú. Es la primera vez que participan empresas de todo el país, comentó el ministro Rafael Rey.  Además de este reconocimiento del Estado, los ganadores participarán por un año, de manera gratuita, en todas las actividades de capacitación, asistencia técnica, ruedas de negocios, ferias comerciales y otros eventos del Produce.  Kion Export es una de las empresas ganadoras (región Lima). Esta se ca al procesamiento y exportación de sus propios productos.  Actualmente exportamos jengibre (kion) y curcuma (palillo) orgánico a Japón, Chile, Estados Unidos y algunos países de Europa. Además, exportamos también productos convencionales como mango, palta y piña. Más adelante, queremos certificar más productos y exportarlos, comenta Marco Ortega, gerente comercial de Kion Export.  Otra de las empresas que será reconocida hoy es Planet Cargo (Callao), una agencia de carga internacional que ofrece servicios logísticos para exportadores e importadores.  Trabajamos con certificaciones internacionales de estándares de calidad y seguridad. Somos una parte complementaria del exportador. Ellos producen, procesan y empaquetan y nosotros nos encargamos de ahí para adelante, vemos el transporte y la documentación necesaria para que los productos accedan a los mercados, seala Edwin Medrano, gerente general de Planet Cargo.","publimetro",2018-05-15,"Premio Mype 2017. Hoy este ministerio distinguirá a 15 mypes por ser ejemplos de desarrollo empresarial.  Hoy el Ministerio de la Producción (Produce) reconocer con el Premio Nacional a la Micro y Pequeña Empresa (Mype 2017) a 15 empresarios que han destacado como gestores de fuente de empleo y desarrollo empresarial en nuestro país.  Esta octava edición ha logrado una alta convocatoria. Han participado casi 4 mil mypes de las 25 regiones del Perú. Es la primera vez que participan empresas de todo el país, comentó el ministro Rafael Rey.  Además de este reconocimiento del Estado, los ganadores participarán por un año, de manera gratuita, en todas las actividades de capacitación, asistencia técnica, ruedas de negocios, ferias comerciales y otros eventos del Produce.  Kion Export es una de las empresas ganadoras (región Lima). Esta se ca al procesamiento y exportación de sus propios productos.  Actualmente exportamos jengibre (kion) y curcuma (palillo) orgánico a Japón, Chile, Estados Unidos y algunos países de Europa. Además, exportamos también productos convencionales como mango, palta y piña. Más adelante, queremos certificar más productos y exportarlos, comenta Marco Ortega, gerente comercial de Kion Export.  Otra de las empresas que será reconocida hoy es Planet Cargo (Callao), una agencia de carga internacional que ofrece servicios logísticos para exportadores e importadores.  Trabajamos con certificaciones internacionales de estándares de calidad y seguridad. Somos una parte complementaria del exportador. Ellos producen, procesan y empaquetan y nosotros nos encargamos de ahí para adelante, vemos el transporte y la documentación necesaria para que los productos accedan a los mercados, seala Edwin Medrano, gerente general de Planet Cargo.","-1","Unknown",0.004,"-1","Unknown",0.0627,"3524","empresas mipymes, mipymes, empresas mypes, cumbre pyme apec, micro pequenas empresas",1
"Expectativa Neta de Empleo Crece 10%","Según encuesta de ManpowerGroup, el sector más optimista es el de Banca, Finanzas, Seguros y Bienes. Los empleadores peruanos reportan una leve caída en sus planes de contratación para el segundo trimestre (abril a junio) del 2018 según revela la Encuesta de Expectativa Neta de Empleo Nacional, elaborada por ManpowerGroup. A nivel general, la expectativa neta de empleo crece 10%, dos puntos menos que en el trimestre anterior. Pese a ello, el informe indica que estos planes de contratación son respetables. La encuesta fue realizada entre 700 empleadores.","publimetro",2018-03-21,"Expectativa Neta de Empleo Crece 10%. Según encuesta de ManpowerGroup, el sector más optimista es el de Banca, Finanzas, Seguros y Bienes. Los empleadores peruanos reportan una leve caída en sus planes de contratación para el segundo trimestre (abril a junio) del 2018 según revela la Encuesta de Expectativa Neta de Empleo Nacional, elaborada por ManpowerGroup. A nivel general, la expectativa neta de empleo crece 10%, dos puntos menos que en el trimestre anterior. Pese a ello, el informe indica que estos planes de contratación son respetables. La encuesta fue realizada entre 700 empleadores.","-1","Unknown",0.0083,"-1","Unknown",0.1017,"3335","empleo mtpe, empleos formales, empleo formal, ministerio trabajo promocion, promocion empleo mtpe",0.0179
"Ayer se public en el diario El Peruano la última lista de exservidores públicos que deben ser inscritos en el Registro Nacional de Trabajadores Cesados Irregularmente, elaborada por el Ministerio de Trabajo.","El documento con los nombres de los 8.855 beneficiados puede verse en g00.gl/254Nm6. Esta lista está formada por trabajadores de diversas instituciones públicas que fueron cesados irregularmente entre los años 1990 y 2000, durante el gobierno de Alberto Fujimori. Los extrabajadores beneficiados deberán elegir entre tres alternativas de resarcimiento: la reincorporación o reubicación laboral, la jubilación anticipada o la compensación económica. Los beneficiarios tienen cinco días hábiles para ir al Ministerio de Trabajo y comunicar la forma de compensación que han elegido.","publimetro",2017-08-18,"Ayer se public en el diario El Peruano la última lista de exservidores públicos que deben ser inscritos en el Registro Nacional de Trabajadores Cesados Irregularmente, elaborada por el Ministerio de Trabajo.. El documento con los nombres de los 8.855 beneficiados puede verse en g00.gl/254Nm6. Esta lista está formada por trabajadores de diversas instituciones públicas que fueron cesados irregularmente entre los años 1990 y 2000, durante el gobierno de Alberto Fujimori. Los extrabajadores beneficiados deberán elegir entre tres alternativas de resarcimiento: la reincorporación o reubicación laboral, la jubilación anticipada o la compensación económica. Los beneficiarios tienen cinco días hábiles para ir al Ministerio de Trabajo y comunicar la forma de compensación que han elegido.","2119","promocion empleo mtpe, empleo mtpe, empleo informal, empleo formal, trabajo promocion empleo",0.022,"-1","Unknown",0.0294,"3485","ejecutiva essalud virginia, essalud virginia baffigo, ejecutiva essalud, aportes essalud, presidenta ejecutiva essalud",0.0228
"OIT destaca igualdad salarial","La Organización Internacional del Trabajo (OIT) saludó ayer la decisión del gobierno peruano, a través del Ministerio de Trabajo y Promoción del Empleo, de implementar el reglamento de la ley que prohíbe la discriminación remunerativa entre hombres y mujeres y por impulsar la campaña Trabaja sin Acoso.  As lo hizo saber el viceministro de Trabajo, Manuel Vásquez, desde Ginebra, Suiza, donde participa de la 322 reunión del Consejo de Administración de esta organización.  La directora de Normas Internacionales de la OIT, Corinne Vargha, ha quedado sorprendida con estas iniciativas, indicó.  En su discurso, el viceministro expresó el compromiso del Perú por superar sus desafíos en materia de trabajo decente y por contribuir con su experiencia al avance de la protección de este derecho fundamental en el mundo.","publimetro",2018-03-20,"OIT destaca igualdad salarial. La Organización Internacional del Trabajo (OIT) saludó ayer la decisión del gobierno peruano, a través del Ministerio de Trabajo y Promoción del Empleo, de implementar el reglamento de la ley que prohíbe la discriminación remunerativa entre hombres y mujeres y por impulsar la campaña Trabaja sin Acoso.  As lo hizo saber el viceministro de Trabajo, Manuel Vásquez, desde Ginebra, Suiza, donde participa de la 322 reunión del Consejo de Administración de esta organización.  La directora de Normas Internacionales de la OIT, Corinne Vargha, ha quedado sorprendida con estas iniciativas, indicó.  En su discurso, el viceministro expresó el compromiso del Perú por superar sus desafíos en materia de trabajo decente y por contribuir con su experiencia al avance de la protección de este derecho fundamental en el mundo.","2119","promocion empleo mtpe, empleo mtpe, empleo informal, empleo formal, trabajo promocion empleo",0.034,"-1","Unknown",0.0149,"-1","Unknown",0.0172
"El Ministerio de Trabajo anunció el Festival Ponte en Carrera","El Ministerio de Trabajo anunció ayer la realización del Festival Ponte en Carrera, que busca brindar a los jóvenes información oportuna y adecuada sobre el mercado laboral para así tomar buenas decisiones sobre su futuro profesional.  Se realizará el próximo miércoles 30 de diciembre de 1 p.m. a 9 p.m. en el Parque de la Exposición.  El titular de esta cartera, Daniel Maurate, precisó que el evento contará con 25 stands, donde se ofrecerá información del Centro de Empleo, del observatorio Ponte en Carrera y de los programas sociales como Jóvenes Productivos, entre otros. Este festival busca brindar orientación vocacional a los jóvenes que han terminado el colegio para que puedan tomar buenas decisiones, reiteró el ministro.  El festival contará con la participación de los cantantes Max Castro y Pepe Alva y algunos grupos como Ro, Son Tentación y Orquesta Internacional.","publimetro",2015-12-23,"El Ministerio de Trabajo anunció el Festival Ponte en Carrera. El Ministerio de Trabajo anunció ayer la realización del Festival Ponte en Carrera, que busca brindar a los jóvenes información oportuna y adecuada sobre el mercado laboral para así tomar buenas decisiones sobre su futuro profesional.  Se realizará el próximo miércoles 30 de diciembre de 1 p.m. a 9 p.m. en el Parque de la Exposición.  El titular de esta cartera, Daniel Maurate, precisó que el evento contará con 25 stands, donde se ofrecerá información del Centro de Empleo, del observatorio Ponte en Carrera y de los programas sociales como Jóvenes Productivos, entre otros. Este festival busca brindar orientación vocacional a los jóvenes que han terminado el colegio para que puedan tomar buenas decisiones, reiteró el ministro.  El festival contará con la participación de los cantantes Max Castro y Pepe Alva y algunos grupos como Ro, Son Tentación y Orquesta Internacional.","2119","promocion empleo mtpe, empleo mtpe, empleo informal, empleo formal, trabajo promocion empleo",0.0321,"-1","Unknown",0.0147,"3472","ministro trabajo promocion, ministerio trabajo promocin, ministerio trabajo promocion, promocion empleo mtpe, empleo mtpe",1
"MTPE presenta app Proyecta tu Futuro","El Ministerio de Trabajo y Promoción del Empleo (MTPE) present ayer el aplicativo móvil Proyecta tu Futuro, que servirá para ayudar a los jóvenes a identificar su vocación y los acercará a información del mercado laboral. Con esta herramienta, podrán autoevaluarse y analizar las opciones de estudios superiores según sus características. También les dará acceso a una base de datos de cursos de capacitación y programas del ministerio.  Asimismo, esta aplicación cuenta con un ranking de las ocupaciones mejor pagadas de nuestro país y con un listado de las actividades económicas donde hay mayor cantidad de profesionales trabajando. Por el momento, la aplicación está disponible solo para celulares con sistema operativo Android.","publimetro",2017-12-22,"MTPE presenta app Proyecta tu Futuro. El Ministerio de Trabajo y Promoción del Empleo (MTPE) present ayer el aplicativo móvil Proyecta tu Futuro, que servirá para ayudar a los jóvenes a identificar su vocación y los acercará a información del mercado laboral. Con esta herramienta, podrán autoevaluarse y analizar las opciones de estudios superiores según sus características. También les dará acceso a una base de datos de cursos de capacitación y programas del ministerio.  Asimismo, esta aplicación cuenta con un ranking de las ocupaciones mejor pagadas de nuestro país y con un listado de las actividades económicas donde hay mayor cantidad de profesionales trabajando. Por el momento, la aplicación está disponible solo para celulares con sistema operativo Android.","2119","promocion empleo mtpe, empleo mtpe, empleo informal, empleo formal, trabajo promocion empleo",0.0369,"-1","Unknown",0.0174,"3472","ministro trabajo promocion, ministerio trabajo promocin, ministerio trabajo promocion, promocion empleo mtpe, empleo mtpe",1
"Un Tratado de Libre Comercio (TLC) entre India y Per afectaría a nuestra industria local","Alertó ayer la Sociedad Nacional de Industrias (SNI). Abriría un mercado nacional sin aranceles a productos que ya ingresan con precios muy por debajo del valor de los insumos con los que se producen, advirtió el gremio industrial. De acuerdo a la SNI, los textiles, productos del sector metalmecánico y medicamentos exportados son partidas sensibles, ya que son exportados por debajo de su precio original y producidos bajo políticas laborales cuestionadas.","publimetro",2017-09-29,"Un Tratado de Libre Comercio (TLC) entre India y Per afectaría a nuestra industria local. Alertó ayer la Sociedad Nacional de Industrias (SNI). Abriría un mercado nacional sin aranceles a productos que ya ingresan con precios muy por debajo del valor de los insumos con los que se producen, advirtió el gremio industrial. De acuerdo a la SNI, los textiles, productos del sector metalmecánico y medicamentos exportados son partidas sensibles, ya que son exportados por debajo de su precio original y producidos bajo políticas laborales cuestionadas.","2200","acuerdo transpacifico tpp, acuerdo transpacifico cooperacion, acuerdo transpacifico, tratado libre comercio, asociacion transpacifico tpp",0.0091,"1580","ganan menos hombres, mundial trabajo infantil, mercado laboral formal, laboral mujeres, mercado laboral",0.1057,"-1","Unknown",0.0031
"ComexPer. Destaca los decretos del Ejecutivo para favorecer a mypes","La Sociedad de Comercio Exterior del Per  (ComexPer) señal ayer que los decretos legislativos emitidos desde el  Ejecutivo son una herramienta fundamental para  enriquecer a las micro y pequeñas empresas (mypes). Comex destacó aquellos decretos relacionados a la facilitación tributaria y a la simplificación  burocrática, Estos son importantes para lograr el crecimiento y mejorar la productividad. Mo  1,1 millones de personas fueron empleadas en mypes durante el 2015. Eso es un 45% de la Población  Económicamente Activa (PEA). Sin embargo, es necesario que el Estado y el sector privado sean socios para no chocar con la pared de la  informalidad, refirió. Publimetro","publimetro",2017-01-16,"ComexPer. Destaca los decretos del Ejecutivo para favorecer a mypes. La Sociedad de Comercio Exterior del Per  (ComexPer) señal ayer que los decretos legislativos emitidos desde el  Ejecutivo son una herramienta fundamental para  enriquecer a las micro y pequeñas empresas (mypes). Comex destacó aquellos decretos relacionados a la facilitación tributaria y a la simplificación  burocrática, Estos son importantes para lograr el crecimiento y mejorar la productividad. Mo  1,1 millones de personas fueron empleadas en mypes durante el 2015. Eso es un 45% de la Población  Económicamente Activa (PEA). Sin embargo, es necesario que el Estado y el sector privado sean socios para no chocar con la pared de la  informalidad, refirió. Publimetro","-1","Unknown",0.002,"-1","Unknown",0.0039,"3524","empresas mipymes, mipymes, empresas mypes, cumbre pyme apec, micro pequenas empresas",0.091
"CUANTO GANAN LOS PERUANOS?","El ingreso declarado por familias en el Per es, en promedio, de S/.1,901,166 soles ms que lo declarado en el 2013, cuando se llegaba a S/.1,735. El ingreso promedio en Lima es ms alto que el de provincias: 2,022 versus 1,699 soles.","publimetro",2015-08-26,"CUANTO GANAN LOS PERUANOS?. El ingreso declarado por familias en el Per es, en promedio, de S/.1,901,166 soles ms que lo declarado en el 2013, cuando se llegaba a S/.1,735. El ingreso promedio en Lima es ms alto que el de provincias: 2,022 versus 1,699 soles.","-1","Unknown",0.0301,"-1","Unknown",0.0171,"3335","empleo mtpe, empleos formales, empleo formal, ministerio trabajo promocion, promocion empleo mtpe",0.0376
"Más empleos en pequeñas empresas","El 50% de los empresarios del país, entre grandes, medianos y pequeños, estiman que sus contrataciones de personal aumentarán este año, según una encuesta de la consultora CCR, auspiciada por la Cámara de Comercio de Lima (CCL).  La contratación será más marcada en el sector de las pequeñas empresas, dijo Mario Mongilardi, presidente de la CCL.  Bono de escolaridad será de 400 soles  El Ministerio de Economía dispuso el otorgamiento de S/.400 de bonificación por escolaridad para los trabajadores públicos. Se abonará por única vez este mes de enero.","publimetro",2017-01-12,"Más empleos en pequeñas empresas. El 50% de los empresarios del país, entre grandes, medianos y pequeños, estiman que sus contrataciones de personal aumentarán este año, según una encuesta de la consultora CCR, auspiciada por la Cámara de Comercio de Lima (CCL).  La contratación será más marcada en el sector de las pequeñas empresas, dijo Mario Mongilardi, presidente de la CCL.  Bono de escolaridad será de 400 soles  El Ministerio de Economía dispuso el otorgamiento de S/.400 de bonificación por escolaridad para los trabajadores públicos. Se abonará por única vez este mes de enero.","2119","promocion empleo mtpe, empleo mtpe, empleo informal, empleo formal, trabajo promocion empleo",0.0553,"-1","Unknown",0.0173,"-1","Unknown",0.01
"Mejores empleos en pequeñas empresas","El 50% de los empresarios del país, entre grandes, medianos y pequeños, estimó que sus contrataciones de personal aumentarán este año, según una encuesta de la consultora CCR, auspiciada por la Cámara de Comercio de Lima (CCL).  La contratación será más marcada en el sector de las pequeñas empresas, dijo Mario Mongilardi, presidente de la CCL.  Por otro lado, el 57% de los entrevistados consideró que las medidas de simplificación administrativa promulgadas por el gobierno serán útiles. Según el estudio, 250 empresarios fueron encuestados para la realización de este estudio.","publimetro",2017-01-12,"Mejores empleos en pequeñas empresas. El 50% de los empresarios del país, entre grandes, medianos y pequeños, estimó que sus contrataciones de personal aumentarán este año, según una encuesta de la consultora CCR, auspiciada por la Cámara de Comercio de Lima (CCL).  La contratación será más marcada en el sector de las pequeñas empresas, dijo Mario Mongilardi, presidente de la CCL.  Por otro lado, el 57% de los entrevistados consideró que las medidas de simplificación administrativa promulgadas por el gobierno serán útiles. Según el estudio, 250 empresarios fueron encuestados para la realización de este estudio.","2119","promocion empleo mtpe, empleo mtpe, empleo informal, empleo formal, trabajo promocion empleo",0.0992,"-1","Unknown",0.0506,"-1","Unknown",0.039
"El dficit de la regin tiene muchas explicaciones","Una de las ms significativas es la magnitud de la economa informal. En promedio, ms del 50% de los trabajadores en Amrica Latina y el Caribe pagan y cobran bajo la mesa. En algunos pases de la regin, la tasa es mucho ms alta, de alrededor del 80%. Adems, la relativamente pobre infraestructura a menudo causa cuellos de botella, problema que tiene como consecuencia el freno de la eficiencia de la economa.","publimetro",2014-06-02,"El dficit de la regin tiene muchas explicaciones. Una de las ms significativas es la magnitud de la economa informal. En promedio, ms del 50% de los trabajadores en Amrica Latina y el Caribe pagan y cobran bajo la mesa. En algunos pases de la regin, la tasa es mucho ms alta, de alrededor del 80%. Adems, la relativamente pobre infraestructura a menudo causa cuellos de botella, problema que tiene como consecuencia el freno de la eficiencia de la economa.","-1","Unknown",0.0278,"1473","investigacin, tambin, corrupcin, estn, informacin",0.0725,"3335","empleo mtpe, empleos formales, empleo formal, ministerio trabajo promocion, promocion empleo mtpe",0.0203
